Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
"Dự án Mega Village, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",90,7.5,20,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Full,8.5
"Đường Bùi Quang Là, Phường 12, Gò Vấp, Hồ Chí Minh",57.7,,10,,,4,4,5,Have certificate,,7.49
"Phường Bình Đa, Biên Hòa, Đồng Nai",148,6.3,,,,,2,1,Have certificate,,5.19
"Đường Đê La Thành, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",50,4,2.5,,,5,7,5,Have certificate,,7
"Đường Đồng Đen, Phường 14, Tân Bình, Hồ Chí Minh",56.12,4.1,8,,,4,4,4,Have certificate,Full,8.2
"Đường Trương Định, Phường Tân Mai, Hoàng Mai, Hà Nội",53,4,,,,4,4,4,Have certificate,Full,7.5
"Phường Yên Nghĩa, Hà Đông, Hà Nội",35,,2.4,,,5,4,3,Have certificate,,3.3
"Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",78,,,,,2,2,2,Have certificate,,5.2
"Dự án The Privia, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh.",85,,,,,,,,,,6.2
"Dự án Mega Village, Đường Vành Đai 2, Phường Phú Hữu, Quận 9, Hồ Chí Minh",75,12,20,Đông - Nam,Đông - Nam,3,4,4,Have certificate,Full,6.75
"Đường  Nguyễn Thiện Thuật, Phường 2, Quận 3, Hồ Chí Minh",30,,,,,2,2,2,Have certificate,,7.6
"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",31.5,,,,,6,3,5,Have certificate,Full,6.8
"Hẻm 1/, Đường Trương Văn Thành, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",78,5.7,5,,,4,4,4,,,6.9
"Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",91,,7,,,4,4,5,,,7.4
"Đường Nguyễn Phong Sắc, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",68,4,16,Tây - Bắc,,,2,1,Have certificate,,3.4
"Đường Thạnh Xuân 24, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",64,,,Tây - Nam,,2,3,2,Have certificate,Full,3.86
"Đường Nguyễn Văn Linh, Phường Bình Thuận, Quận 7, Hồ Chí Minh",215,,,,,3,4,5,Have certificate,,8.5
"Đường Quang Trung, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",65,4.5,,,,1,3,2,,,5.5
"Đường Quang Trung, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",65,4.5,,,,1,3,2,,,4
"Đường 53, Phường Tân Quy, Quận 7, Hồ Chí Minh",85,,,,,,4,,,,5.9
"Đường Số 6, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",51.74,4,6,,,1,2,2,,Full,2.9
"Đường Số 2, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",95,5.8,6,,,1,2,1,,,6.3
"Sổ đỏ, Đường Dương Khuê, Phường Mai Dịch, Cầu Giấy, Hà Nội",30,4,,,,5,,,,,5.5
"Đường Xuân Đỉnh, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",40,,,,,6,,,Have certificate,Full,6.8
"Mộc Hoàn, Đường Vân Linh, Xã Vân Côn, Hoài Đức, Hà Nội",41.6,,,,,4,3,3,Have certificate,Basic,2.65
"Đường Hồ Văn Tư, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",95,,6,,,3,4,4,,,7.7
"Dự án Melosa Garden, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",80,,12,Nam,Nam,3,4,4,Have certificate,Full,7.9
"Đường Số 2, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",58,,,,,2,3,2,Have certificate,,4.8
"Ngõ 24, Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",36,5,,,,4,3,3,Have certificate,Basic,4.8
"Đường Tả Thanh Oai, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",34,,,Tây,Tây,5,4,4,,Full,3
"Đường Đặng Văn Bi, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",80,4.6,6,,,1,2,1,,,5.7
"Phố Khương Hạ, Phường Khương Đình, Thanh Xuân, Hà Nội",40,,,,,4,4,,Have certificate,,7.8
"Đường Cổ Điển A, Xã Tứ Hiệp, Thanh Trì, Hà Nội",40,3.3,2,Đông,Nam,5,4,3,Have certificate,Full,3.45
"Dự án Centa City, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",120,6,56,Tây,Tây,3,4,5,Have certificate,Full,7.85
"Phố Khương Hạ, Phường Khương Đình, Thanh Xuân, Hà Nội",35,,,,,,,,Have certificate,,7
"Đường Tựu Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",50,3.8,4,Tây,Tây - Bắc,4,4,3,Have certificate,Full,5.88
"Đường Tân Hiệp 17, Phường Tân Hiệp, Tân Uyên, Bình Dương",65,,,,,1,3,2,,,2.25
"Đường Bùi Dương Lịch, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",75,5,8,Tây - Nam,Tây - Nam,2,2,2,Have certificate,Full,5.8
"Đường Số 4, Phường Phước Bình, Quận 9, Hồ Chí Minh",88,4,10,Bắc,Bắc,2,2,2,Sale contract,Basic,8.2
"HXH 109, Phố Nguyễn Thiện Thuật, Phường 2, Quận 3, Hồ Chí Minh",35,,,,,4,5,5,Have certificate,Full,7.5
"Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",80,8,8,,,,7,5,Have certificate,Full,8.1
"Đường Dương Bá Trạc, Phường 1, Quận 8, Hồ Chí Minh",14,3,,,,1,,,Have certificate,,1.65
"Đường Nguyễn Hồng Đào, Phường 14, Tân Bình, Hồ Chí Minh",75,3.5,5,,,2,4,3,Have certificate,Basic,8.5
"Lê Trọng Tấn, An Khánh, Hoài Đức, Hà Nội",34,,,,,5,3,4,Have certificate,Full,4.12
"139/6/55, Đường Dương Văn Dương, Phường Tân Quý, Tân Phú, Hồ Chí Minh",62.1,4.1,7,,,3,3,3,Have certificate,,5.63
"Đường Hoàng Đạo Thành, Phường Kim Giang, Thanh Xuân, Hà Nội",30,6,5,,,3,6,4,Have certificate,Basic,3.75
"Đường Lỗ Giáng 24, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",117.5,,,Đông,,3,3,4,Have certificate,,4.39
"Đường Trần Phú, Phường  Hải Châu I, Hải Châu, Đà Nẵng",95,4.5,2.5,Đông,,1,3,1,Have certificate,,4
"Hoàng Quốc Việt, Nghĩa Tân, Cầu Giấy, Hà Nội",50,5,,,,5,5,4,Have certificate,Full,9
"Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",35,,,,,5,4,4,Have certificate,Basic,5.5
"Dự án Centa Riverside, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",100,5,15.2,Nam,Nam,,,,Sale contract,,6.8
"Dự án An Gia Skyline, Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",81.2,,,,,,,,,,10
"Xã Phụng Châu, Chương Mỹ, Hà Nội",52,4.5,5,Đông - Nam,,4,4,3,Have certificate,Basic,2.7
"Dự án An Viên, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",108,6.7,,,,2,1,2,,,6.5
"Phường 24, Bình Thạnh, Hồ Chí Minh",37,,,,,2,2,2,,,6.5
"Đường Lai Xá, Xã Kim Chung, Hoài Đức, Hà Nội.",35,,,,,5,3,4,,Full,3.6
"Đường Đê Mới, Xã Phụng Châu, Huyện Chương Mỹ, Hà Nội",56,4.5,3,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Basic,3.15
"Phường Yên Nghĩa, Hà Đông, Hà Nội",50,4,12.5,,,5,,,Have certificate,Full,10
"Đường Minh Kha, Xã Đồng Thái, An Dương, Hải Phòng",50,,,Tây - Bắc,,3,3,3,Have certificate,,1.7
"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",62.5,,,Đông,Đông,,,,Sale contract,,7.3
"Đường Tự Lập, Xã Đặng Cương, An Dương, Hải Phòng",55,4,4,Tây,Tây,3,3,3,Have certificate,Basic,1.59
"Đường Nguyễn Hồng Đào, Phường 14, Tân Bình, Hồ Chí Minh",91.2,4.8,6,,,4,4,,Have certificate,,8.7
"Dự án Lộc Phát Residence, Đường 22/12, Phường Thuận Giao, Thuận An, Bình Dương",60,,,,,3,4,4,Have certificate,Full,3.5
"Đường Đông Khê, Phường Đông Khê, Ngô Quyền, Hải Phòng",55,,8,,,3,3,4,,,6.3
"Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",75,5.5,2,,,2,3,2,Have certificate,,6
"Đường 32, Xã Kim Chung, Hoài Đức, Hà Nội",40,,,,,5,4,4,,,4.85
"Đường Tự Lập, Xã Đặng Cương, An Dương, Hải Phòng",54,4,5,Bắc,Bắc,3,3,2,Have certificate,,1.65
"Dự án Sun Grand City New An Thới, Đường ĐT 975, Phường An Thới, Phú Quốc, Kiên Giang",120,,,,,,,,Have certificate,,6.12
"Đường Vân Tra, Xã An Đồng, An Dương, Hải Phòng",50,4,5,Tây,Tây,4,4,4,Have certificate,Basic,2.85
"Đường  Nguyễn Xí, Phường 13, Bình Thạnh, Hồ Chí Minh",50.2,,10,,,3,3,3,Have certificate,Full,7
"Đường 10, Xã An Hồng, An Dương, Hải Phòng",60,5,3,Tây - Bắc,Tây - Bắc,2,2,2,Have certificate,Full,1.49
"Phường 6, Bình Thạnh, Hồ Chí Minh",30,,,,,2,2,2,,,4.25
"Đường Nơ Trang Long, Phường 12, Bình Thạnh, Hồ Chí Minh",58,,6,,,2,4,4,Have certificate,Full,6.4
"Đường Số 4, Thị trấn An Dương, An Dương, Hải Phòng",45,4,3,Tây,Tây,3,3,2,Have certificate,Basic,1.82
"Thị trấn Chúc Sơn, Chương Mỹ, Hà Nội",53,,5,Tây - Bắc,,3,3,3,Have certificate,Full,2.7
"Đường Trung Phụng, Phường Trung Phụng, Đống Đa, Hà Nội",35,4,3,,,5,3,4,Have certificate,Full,5
"Đường Lê Hồng Phong, Phường Phước Ninh, Hải Châu, Đà Nẵng",79,4.17,3.5,Đông - Nam,Đông - Nam,1,3,2,Have certificate,Full,5.7
"Phường Bình Đa, Biên Hòa, Đồng Nai",50,,,,,,3,,,,1.69
"Đường Ô Chợ Dừa, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",35,4,3,,,5,3,4,Have certificate,Basic,5
"Dân Hạnh, Đường Đặng Cương, Xã Đặng Cương, An Dương, Hải Phòng",63,5,3,Nam,Nam,2,2,2,Have certificate,Basic,1.58
"Phường 7, Phú Nhuận, Hồ Chí Minh",40,4,,,,2,3,2,,,5.1
"Phường 3, Gò Vấp, Hồ Chí Minh",63,,,,,2,2,2,,,6.5
"Đường Lê Quang Định, Phường 11, Bình Thạnh, Hồ Chí Minh",74,,,,,4,6,4,,,10
"Đường Nguyễn Thượng Hiền, Phường 5, Phú Nhuận, Hồ Chí Minh",58,,,,,5,3,4,,,9.1
"Đường Hồ Đắc Di, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",70.8,,,,,2,3,2,Have certificate,Full,6.5
"Đường Hoàng Hoa Thám, Phường 5, Phú Nhuận, Hồ Chí Minh",35,3.5,,,,4,4,2,,,5.99
"Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",30,,,,,4,2,3,Have certificate,Full,7.5
"Phường Bắc Cường, Lào Cai, Lào Cai",220.9,,,,,3,,,,,9.89
"Đường 835, Xã Long Thượng, Cần Giuộc, Long An",70,4.5,,Nam,Nam,2,2,2,Have certificate,Full,1.6
"Phố Phố Vọng, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",22,3.3,8,,,4,2,2,Have certificate,Basic,6.5
"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",31,,,,,5,3,4,Have certificate,Full,7.55
"Đường Trần Tấn, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",76.4,10.2,6,Đông,Đông,1,2,1,Have certificate,Full,7.6
"Đường Mai Động, Phường Mai Động, Hoàng Mai, Hà Nội",55,9,4,,,4,3,3,Have certificate,Full,9.15
"Đường Nguyễn Lân, Phường Phương Liệt, Thanh Xuân, Hà Nội",71,5,,,,1,3,2,Have certificate,Basic,9.45
"Đường Bờ Sông Sét, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",35,4.5,,,,5,3,3,Have certificate,Full,6.6
"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",70,5,,,,,,,,,9.6
"Phố Ngọc Khánh, Phường Ngọc Khánh, Ba Đình, Hà Nội",14,,,,,3,,,Have certificate,,2.6
"Đường Số 8, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",56,4,4,Đông - Nam,Đông - Nam,4,4,4,Have certificate,,7.4
"Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",55,4.9,,,,5,4,,Have certificate,,9.3
"Phường Bồ Đề, Long Biên, Hà Nội",38,,,,,5,,,,,7.6
"Phố Yên Phú, Xã Liên Ninh, Thanh Trì, Hà Nội",56.3,5.93,6,,,,,,Have certificate,,6
"Dự án Flamingo Golden Hill, Đường Quốc lộ 21A(Quốc lộ 21), Thị trấn Ba Sao, Kim Bảng, Hà Nam",105,7,15,Nam,Nam,4,,,Have certificate,,6
"Đường Hiệp Thành 13, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",52.1,12,3,Tây - Bắc,Tây - Bắc,2,3,2,Have certificate,Full,3.45
"Đường Hòa Bình, Phường Yên Nghĩa, Hà Đông, Hà Nội",51,3.3,,,,1,2,1,Have certificate,Full,2.7
"Đường Tựu Liệt, Xã Tam Hiệp, Thanh Trì, Hà Nội",83,5.5,5,,,3,3,3,Have certificate,,9.6
"Đường Thọ Am, Xã Liên Ninh, Thanh Trì, Hà Nội",35,3.5,,,,5,3,4,Have certificate,,3.65
"Dự án Izumi City, Đường Hương lộ 2, Xã Long Hưng, Biên Hòa, Đồng Nai",117,11,60,Nam,,,,,Have certificate,,6
"Đường Số 30, Phường 6, Gò Vấp, Hồ Chí Minh",43,8,5,Tây - Nam,,4,3,4,Have certificate,Full,7.5
"Đường Trần Mai Ninh, Phường 12, Tân Bình, Hồ Chí Minh",51.4,4,,,,1,2,1,Have certificate,,6.5
"Đường Hoàng Bật Đạt, Phường 15, Tân Bình, Hồ Chí Minh",62,,,Đông - Nam,,,,,Have certificate,,4.5
"Đường Số 1, Phường 11, Gò Vấp, Hồ Chí Minh",42,,4,,,2,3,3,Have certificate,Full,4.95
"Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",34.1,4,10,,,5,3,3,Have certificate,Full,4.85
"Ngõ 1, Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",34,,,,,5,3,4,Have certificate,Full,6.6
"Dự án Meyhomes Capital Phú Quốc, Thành phố Phú Quốc, Kiên Giang",117,12,12,Đông - Nam,Đông - Nam,4,4,5,Have certificate,Full,6.9
"Đường Bùi Hữu Nghĩa, Phường Hóa An, Biên Hòa, Đồng Nai",66,5.5,3,,,1,2,1,Have certificate,Basic,1.7
"Đường Nguyễn Đình Chi, Phường 9, Quận 6, Hồ Chí Minh",80,4,8,,,3,3,3,,,8.4
"Đường Tân Hương, Phường Tân Quý, Tân Phú, Hồ Chí Minh",81.3,4,10,,,1,,,Have certificate,,7.2
"Đường Trương Phước Phan, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",64,4,6,,,4,5,5,,Full,6.7
"Dự án Izumi City, Xã Long Hưng, Biên Hòa, Đồng Nai",117,,,,,2,3,2,Sale contract,,9.7
"Phố Khâm Thiên, Phường Khâm Thiên, Đống Đa, Hà Nội",18,,,,,4,3,3,Have certificate,Full,2.58
"Phố Trung Liệt, Phường Trung Liệt, Đống Đa, Hà Nội",46,6.2,,,,4,4,4,Have certificate,Full,7.68
"Ngõ 173, Đường Tam Trinh, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",50,,,,,5,6,4,Have certificate,Full,4.4
"Lô 22, Đường Lê Hồng Phong, Phường Đông Khê, Ngô Quyền, Hải Phòng",56,4,,,,3,3,3,Have certificate,Full,7.5
"Ô số 9A và 9B, Đường Huy Du, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",35,3.7,2,Đông - Bắc,Đông - Nam,7,4,5,Have certificate,Full,9.6
"Đường Phan Trọng Tuệ, Xã Tân Triều, Thanh Trì, Hà Nội",45,3.6,4,,,5,4,4,Have certificate,,6.6
"Xã Vân Canh, Huyện Hoài Đức, Hà Nội",30,4.4,2,Đông - Nam,Đông - Nam,5,3,4,Have certificate,Full,4
"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",41,,,,,5,3,4,Have certificate,Basic,6.5
"Đường Phú Trung, Xã Vĩnh Thạnh, Nha Trang, Khánh Hòa",72.9,5.6,8,,,2,3,2,Have certificate,,2.75
"Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",48,,,,,4,4,3,Have certificate,Full,7.9
"Đường Lê Lư, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",40,4,6,,,4,4,5,Have certificate,Full,5.79
"Phố Tương Mai, Phường Tương Mai, Hoàng Mai, Hà Nội",30,4.5,2.5,,,5,3,4,Have certificate,,5.9
"Dự án Lavila Kiến Á - Nhà Bè, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",105.6,,,,,3,,,,,9
"Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh",26,,3.5,,,3,,,Have certificate,,6
"Xã Vân Côn, Hoài Đức, Hà Nội",40,,,,,3,3,3,,Basic,2.3
"Đường Đại lộ Thăng Long, Xã Song Phương, Hoài Đức, Hà Nội",40,4,,,,3,3,2,,Basic,1.85
"Đường Lò Gốm, Phường 8, Quận 6, Hồ Chí Minh",54,3.5,3,,,3,3,3,Have certificate,Full,4.5
"Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",40,4.25,2,,,5,3,4,Have certificate,,6.2
"Xã Song Phương, Hoài Đức, Hà Nội",40,,,,,3,3,2,Have certificate,,2.45
"Đường Bình Kỳ, Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng",76,,2.5,Bắc,,1,2,1,Have certificate,Full,1.95
"Ngõ 379, Đường Lương Thế Vinh, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",70,4.25,1.5,Đông - Nam,,,,,,,1.3
"Đường Đại lộ Thăng Long, Xã Song Phương, Hoài Đức, Hà Nội",40,,,,,4,3,3,Have certificate,Basic,2.9
"Đường Minh Khai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",33,3.8,2,,,5,3,4,Have certificate,,5.68
"Phố Mạc Thị Bưởi, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",32,,3,,,4,3,4,Have certificate,Full,5.8
"Dự án Đông Tăng Long, Đường N5, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",100,10,10,Bắc,Bắc,4,4,4,Have certificate,,6.8
"Hẻm 27/36/68/9, Đường Bùi Tư Toàn, Phường An Lạc, Bình Tân, Hồ Chí Minh",52,4,5,Tây,,3,4,2,,,4.86
"Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",40,3.3,2.5,,,5,3,4,Have certificate,,7.6
"Dự án Chung cư 312 Lạc Long Quân, Đường Lạc Long Quân, Phường 5, Quận 11, Hồ Chí Minh",69.4,,,Tây,Tây,,2,1,Have certificate,Basic,3.9
"Đường Bến Phú Lâm, Phường 9, Quận 6, Hồ Chí Minh",54,4,8,,,2,2,2,Have certificate,Full,5.1
"Dự án Đông Tăng Long, Đường N5, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",160,8,12,Đông,Đông,4,5,4,Have certificate,,8.5
"Đường Tam Trinh, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",42,3.3,3,,,4,4,4,Have certificate,,6.7
"Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Hồ Chí Minh",52,4,,,,3,2,2,Have certificate,,5.4
"Đường Lý Sơn, Phường Thượng Thanh, Long Biên, Hà Nội",45,,,,,,3,,Have certificate,,7.3
"Dự án PARCSpring, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",136,,,,,,2,2,Have certificate,,6.4
"Đường La Dương, Phường Dương Nội, Hà Đông, Hà Nội",31,,,Bắc,,5,3,3,Have certificate,Basic,4.75
"Xã Phụng Châu, Chương Mỹ, Hà Nội",37,,,,,3,3,3,,Basic,2.57
"Đường Quang Trung, Phường Yên Nghĩa, Hà Đông, Hà Nội",32,3.5,3,Đông - Bắc,,5,4,4,Have certificate,Full,3.8
"Đường Phạm Văn Chiêu, Phường 9, Gò Vấp, Hồ Chí Minh",79,6,6,Tây - Nam,Tây - Nam,4,4,5,Have certificate,,6.79
"Dự án Mỹ Phước 3, Đường DE1, Phường Thới Hòa, Bến Cát, Bình Dương",150,,,,,3,4,3,,,3
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",36,4.2,3,,,6,3,3,Have certificate,Full,7.5
"Đường Tân Hòa Đông, Phường 14, Quận 6, Hồ Chí Minh",40,,,,,2,2,2,Have certificate,Full,3.2
"Dự án Mỹ Phước 1, Đường D12, Phường Thới Hòa, Bến Cát, Bình Dương",100,,,,,2,3,2,,,2.5
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",65,5,20,Đông - Nam,Đông - Nam,5,6,5,Have certificate,,7.3
"Đường Chiến Lược, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",84,,6,,,2,3,2,Have certificate,Basic,4.7
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",40,45,2,,,6,5,5,Have certificate,,7
"Dự án Uni-town, Xã Phú Chánh, Tân Uyên, Bình Dương",110,,,Đông - Nam,,,,,,,5.3
"Đường D3, Phường Thống Nhất, Biên Hòa, Đồng Nai",132,6,12,Nam,Nam,4,5,5,Have certificate,Full,9.8
"Phường Dương Nội, Hà Đông, Hà Nội",34.3,,,,,5,5,,,Full,4.3
"Đường B2, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",80,,14,,,3,4,4,Have certificate,Basic,9.5
"Đường La Dương, Phường Dương Nội, Hà Đông, Hà Nội",34,,3,Nam,,5,3,3,Have certificate,Basic,4.85
"Đường Lý Thái Tông, Phường Đông Thọ, Thanh Hóa, Thanh Hóa.",54,6,8.5,Tây,Tây,3,3,4,Have certificate,,4.5
"Đường ĐT 768, Xã Tân Bình, Vĩnh Cửu, Đồng Nai",72,,8,,,1,2,1,Have certificate,Basic,1.73
"Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh",46,,,,,2,,,Have certificate,Full,9.9
"Đường Xuân Phương, Phường Xuân Phương, Nam Từ Liêm, Hà Nội",30,,,,,5,3,3,Have certificate,Full,5.85
"Đường D7, Thị trấn Lai Uyên, Bàu Bàng, Bình Dương",300,,,,,,,,,,2.8
"Đường Đào Tấn, Phường Ngọc Khánh, Ba Đình, Hà Nội",37,5.5,4,,,5,3,4,Have certificate,Full,5.95
"Đường Số 5, Phường An Hòa, Rạch Giá, Kiên Giang",126,5,7,Đông - Nam,Đông - Nam,2,3,3,Have certificate,Full,3.9
"Đường Tây Sơn, Phường Ngã Tư Sở, Đống Đa, Hà Nội",30,5,4,,,6,3,5,Have certificate,Basic,5
"Đường Thanh Bình, Phường Văn Quán, Hà Đông, Hà Nội",33,,,Tây,,5,,,Have certificate,Full,4.8
"Đường Tô Hiến Thành, Phường 13, Quận 10, Hồ Chí Minh",80,,,,,3,,,Have certificate,Basic,9.9
"Đường Ngọc Trục, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",30.2,3.3,,,,5,3,3,Have certificate,Full,4.2
"Đường Cư Xá Phú Lâm B, Phường 13, Quận 6, Hồ Chí Minh",80,4.2,20,,,3,7,7,Have certificate,Basic,6.79
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",36,4.8,3,,,6,3,4,Have certificate,Full,7.5
"Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội",32,,,,,5,4,5,Have certificate,Full,6.5
"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Đoàn Khuê, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",110,5,11.5,,,5,5,6,Have certificate,,7.5
"Đường Ngọc Trục, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",38,4.3,,,,,,,,,5.4
"Phường Thới Hòa, Bến Cát, Bình Dương",150,,,,,,,,,,2.2
"Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",51,,,,,4,4,,,,8.5
"Đường Lâm Văn Bền, Phường Tân Quy, Quận 7, Hồ Chí Minh",125,7,,,,,,,Have certificate,,8.5
"Đường Vũ Mộng Nguyên, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",97,,,Đông,Đông,2,4,4,Have certificate,Full,5.9
"Phố Chùa Quỳnh, Phường Quỳnh Mai, Hai Bà Trưng, Hà Nội",31,,,,,5,3,,Have certificate,,5.7
"Ngõ 269, Đường Lạc Long Quân, Phường Thụy Khuê, Tây Hồ, Hà Nội",40,,,,,3,,,,,4.7
"Ngõ 268, Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",31,5,2.5,,,5,3,4,Have certificate,Basic,5.2
